Symbol,Name,Sector,Industry
XYZ,Block Inc. Class A Common Stock,Technology,Computer Software: Prepackaged Software
NDAQ,Nasdaq Inc. Common Stock,Finance,Investment Bankers/Brokers/Service
IDXX,IDEXX Laboratories Inc. Common Stock,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
UAL,United Airlines Holdings Inc. Common Stock,Consumer Discretionary,Air Freight/Delivery Services
IX,ORIX Corporation American Depositary Shares,Finance,Diversified Financial Services
SLF,Sun Life Financial Inc. Common Stock,Finance,Life Insurance
INFY,Infosys Limited American Depositary Shares,Technology,EDP Services
MCHPP,Microchip Technology Incorporated Depositary Shares Each Representing a 1/20th Interest in a Share of 7.50% Series A Mandatory Convertible Preferred Stock,Technology,Semiconductors
VIV,Telefonica Brasil S.A. American Depositary Shares (Each representing One Common Share),Telecommunications,Telecommunications Equipment
FMX,Fomento Economico Mexicano S.A.B. de C.V. Common Stock,Consumer Staples,Beverages (Production/Distribution)
VTR,Ventas Inc. Common Stock,Real Estate,Real Estate Investment Trusts
WCN,Waste Connections Inc. Common Shares,Utilities,Environmental Services
RKT,Rocket Companies Inc. Class A Common Stock,Finance,Finance: Consumer Services
BDX,Becton Dickinson and Company Common Stock,Health Care,Medical/Dental Instruments
YUM,Yum! Brands Inc.,Consumer Discretionary,Restaurants
HBANM,Huntington Bancshares Incorporated Depositary Shares each representing a 1/1000th interest in a share of Huntington Series I Preferred Stock,Finance,Major Banks
CLS,Celestica Inc. Common Stock,Technology,Electrical Products
CMG,Chipotle Mexican Grill Inc. Common Stock,Consumer Discretionary,Restaurants
HLN,Haleon plc American Depositary Shares (Each representing two Ordinary Shares),Consumer Discretionary,Package Goods/Cosmetics
LYV,Live Nation Entertainment Inc. Common Stock,Consumer Discretionary,Services-Misc. Amusement & Recreation
PEG,Public Service Enterprise Group Incorporated Common Stock,Utilities,Power Generation
ED,Consolidated Edison Inc. Common Stock,Utilities,Power Generation
AMP,Ameriprise Financial Inc. Common Stock,Finance,Investment Managers
CCL,Carnival Corporation Ltd. Common Shares,Consumer Discretionary,Marine Transportation
VMC,Vulcan Materials Company (Holding Company) Common Stock,Industrials,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
FNV,Franco-Nevada Corporation,Basic Materials,Precious Metals
HBANZ,Huntington Bancshares Incorporated Depositary Shares Each Representing a 1/1000th Interest in a Share of 5.50% Series L Non-Cumulative Perpetual Preferred Stock,Finance,Major Banks
ADSK,Autodesk Inc. Common Stock,Technology,Computer Software: Prepackaged Software
AU,AngloGold Ashanti PLC Ordinary Shares,Basic Materials,Precious Metals
AIG,American International Group Inc. New Common Stock,Finance,Life Insurance
MSCI,MSCI Inc. Common Stock,Consumer Discretionary,Business Services
JBL,Jabil Inc. Common Stock,Technology,Electrical Products
HMC,Honda Motor Company Ltd. Common Stock,Industrials,Auto Manufacturing
CBRE,CBRE Group Inc Common Stock Class A,Finance,Real Estate
TEVA,Teva Pharmaceutical Industries Limited American Depositary Shares,Health Care,Biotechnology: Pharmaceutical Preparations
ALNY,Alnylam Pharmaceuticals Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
IRM,Iron Mountain Incorporated (Delaware)Common Stock REIT,Real Estate,Real Estate Investment Trusts
TKO,TKO Group Holdings Inc. Class A Common Stock,Consumer Discretionary,Services-Misc. Amusement & Recreation
SYY,Sysco Corporation Common Stock,Consumer Discretionary,Food Distributors
BSBR,Banco Santander Brasil SA American Depositary Shares each representing one unit,Finance,Commercial Banks
EME,EMCOR Group Inc. Common Stock,Industrials,Engineering & Construction
A,Agilent Technologies Inc. Common Stock,Industrials,Biotechnology: Laboratory Analytical Instruments
WEC,WEC Energy Group Inc. Common Stock,Utilities,Power Generation
MLM,Martin Marietta Materials Inc. Common Stock,Industrials,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
RVMD,Revolution Medicines Inc. Common Stock,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
COIN,Coinbase Global Inc. Class A Common Stock,Finance,Finance: Consumer Services
PYPL,PayPal Holdings Inc. Common Stock,Industrials,Diversified Commercial Services
NTRA,Natera Inc. Common Stock,Health Care,Medical Specialities
ERIC,Ericsson American Depositary Shares,Technology,Radio And Television Broadcasting And Communications Equipment
PRU,Prudential Financial Inc. Common Stock,Finance,Life Insurance
PPLC,PPL Corporation Corporate Units,Utilities,Electric Utilities: Central
ARES,Ares Management Corporation Class A Common Stock,Finance,Investment Managers
WAT,Waters Corporation Common Stock,Industrials,Biotechnology: Laboratory Analytical Instruments
ADM,Archer-Daniels-Midland Company Common Stock,Consumer Staples,Packaged Foods
KVUE,Kenvue Inc. Common Stock,Consumer Discretionary,Specialty Chemicals
HBAN,Huntington Bancshares Incorporated Common Stock,Finance,Major Banks
CBRS,Cerebras Systems Inc. Class A Common Stock,Technology,Semiconductors
WDS,Woodside Energy Group Limited American Depositary Shares each representing one Ordinary Share,Energy,Oil & Gas Production
STLD,Steel Dynamics Inc.,Industrials,Steel/Iron Ore
BAP,Credicorp Ltd. Common Stock,Finance,Commercial Banks
KMB,Kimberly-Clark Corporation Common Stock,Consumer Discretionary,Containers/Packaging
KB,KB Financial Group Inc,Finance,Commercial Banks
AXON,Axon Enterprise Inc. Common Stock,Industrials,Ordnance And Accessories
HSY,The Hershey Company Common Stock,Consumer Staples,Specialty Foods
HIG,The Hartford Insurance Group Inc. Common Stock,Finance,Property-Casualty Insurers
BBD,Banco Bradesco Sa American Depositary Shares,Finance,Major Banks
KR,Kroger Company (The) Common Stock,Consumer Staples,Food Chains
BIDU,Baidu Inc. ADS,Technology,Computer Software: Programming Data Processing
TRI,Thomson Reuters Corporation Common Shares,Consumer Discretionary,Publishing
Q,Qnity Electronics Inc. Common Stock,Technology,Semiconductors
CHT,Chunghwa Telecom Co. Ltd.,Telecommunications,Telecommunications Equipment
CCI,Crown Castle Inc. Common Stock,Real Estate,Real Estate Investment Trusts
MTB,M&T Bank Corporation Common Stock,Finance,Major Banks
PAYX,Paychex Inc. Common Stock,Industrials,Diversified Commercial Services
JD,JD.com Inc. American Depositary Shares,Consumer Discretionary,Other Specialty Stores
ESLT,Elbit Systems Ltd. Ordinary Shares,Industrials,Military/Government/Technical
PUK,Prudential Public Limited Company Common Stock,Finance,Life Insurance
ALC,Alcon Inc. Ordinary Shares,Health Care,Ophthalmic Goods
RYAAY,Ryanair Holdings plc American Depositary Shares,Consumer Discretionary,Air Freight/Delivery Services
ROP,Roper Technologies Inc. Common Stock,Technology,Computer Software: Programming Data Processing
QSR,Restaurant Brands International Inc. Common Shares,Consumer Discretionary,Restaurants
RBLX,Roblox Corporation Class A Common Stock,Technology,Computer Software: Prepackaged Software
ACGL,Arch Capital Group Ltd. Common Stock,Finance,Property-Casualty Insurers
SMCIP,Super Micro Computer Inc. Depositary Shares representing a 1/20th Interest in a Share of 7% Series A Mandatory Convertible Preferred Stock,Technology,Computer Manufacturing
VOD,Vodafone Group Plc American Depositary Shares,Telecommunications,Telecommunications Equipment
UI,Ubiquiti Inc. Common Stock,Technology,Radio And Television Broadcasting And Communications Equipment
HBANP,Huntington Bancshares Incorporated Depositary Shares 4.500% Series H Non-Cumulative Perpetual Preferred Stock,Finance,Major Banks
ZTS,Zoetis Inc. Class A Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
NTRS,Northern Trust Corporation Common Stock,Finance,Major Banks
EQT,EQT Corporation Common Stock,Energy,Oil & Gas Production
CNC,Centene Corporation Common Stock,Health Care,Medical Specialities
IR,Ingersoll Rand Inc. Common Stock,Industrials,Industrial Machinery/Components
MTZ,MasTec Inc. Common Stock,Industrials,Water Sewer Pipeline Comm & Power Line Construction
DTE,DTE Energy Company Common Stock,Utilities,Electric Utilities: Central
AEE,Ameren Corporation Common Stock,Utilities,Power Generation
RPRX,Royalty Pharma plc Class A Ordinary Shares,Health Care,Biotechnology: Pharmaceutical Preparations
BBDO,Banco Bradesco Sa American Depositary Shares (each representing one Common Share),Finance,Major Banks
IQV,IQVIA Holdings Inc. Common Stock,Health Care,Biotechnology: Commercial Physical & Biological Resarch
EXR,Extra Space Storage Inc Common Stock,Real Estate,Real Estate Investment Trusts
DOV,Dover Corporation Common Stock,Industrials,Industrial Machinery/Components
NRG,NRG Energy Inc. Common Stock,Utilities,Electric Utilities: Central
STRF,Strategy Inc 10.00% Series A Perpetual Strife Preferred Stock,Technology,Computer Software: Prepackaged Software
AMRZ,Amrize Ltd Ordinary Shares,Industrials,Building Materials
SUNB,Sunbelt Rentals Holdings Inc. Common Stock,Consumer Discretionary,Diversified Commercial Services
TS,Tenaris S.A. American Depositary Shares,Industrials,Steel/Iron Ore
LVS,Las Vegas Sands Corp. Common Stock,Consumer Discretionary,Hotels/Resorts
CPNG,Coupang Inc. Class A Common Stock,Consumer Discretionary,Catalog/Specialty Distribution
ONC,BeOne Medicines Ltd. American Depositary Shares,Health Care,Biotechnology: Pharmaceutical Preparations
TSEM,Tower Semiconductor Ltd. Ordinary Shares,Technology,Semiconductors
RDDT,Reddit Inc. Class A Common Stock,Technology,EDP Services
NTAP,NetApp Inc. Common Stock,Technology,Electronic Components
EXPE,Expedia Group Inc. Common Stock,Consumer Discretionary,Transportation Services
AXIA,AXIA Energia American Depositary Shares (Each representing one Common Share),Utilities,Electric Utilities: Central
MSTR,Strategy Inc Common Stock Class A,Technology,Computer Software: Prepackaged Software
CFG,Citizens Financial Group Inc. Common Stock,Finance,Major Banks
BIIB,Biogen Inc. Common Stock,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
CRS,Carpenter Technology Corporation Common Stock,Industrials,Steel/Iron Ore
MTSI,MACOM Technology Solutions Holdings Inc. Common Stock,Technology,Semiconductors
EC,Ecopetrol S.A. American Depositary Shares,Energy,Oil & Gas Production
SHG,Shinhan Financial Group Co Ltd American Depositary Shares,Finance,Major Banks
GEHC,GE HealthCare Technologies Inc. Common Stock,Health Care,Medical Electronics
TPR,Tapestry Inc. Common Stock,Consumer Discretionary,Apparel
EL,Estee Lauder Companies Inc. (The) Common Stock,Consumer Discretionary,Package Goods/Cosmetics
AGNCN,AGNC Investment Corp. Depositary Shares Each Representing a 1/1000th Interest in a Share of 7.00% Series C Fixed-To-Floating Rate Cumulative Redeemable Preferred Stock,Real Estate,Real Estate Investment Trusts
FTS,Fortis Inc. Common Shares,Utilities,Electric Utilities: Central
NTR,Nutrien Ltd. Common Shares,Industrials,Agricultural Chemicals
GFI,Gold Fields Limited American Depositary Shares,Basic Materials,Precious Metals
RJF,Raymond James Financial Inc. Common Stock,Finance,Investment Bankers/Brokers/Service
AGNCO,AGNC Investment Corp. Depositary Shares each representing a 1/1000th interest in a share of 6.50% Series E Fixed-to-Floating Cumulative Redeemable Preferred Stock,Real Estate,Real Estate Investment Trusts
AGNCZ,AGNC Investment Corp. Depositary Shares Each Representing a 1/1000th Interest in a Share of 8.75% Series H Fixed-Rate Cumulative Redeemable Preferred Stock,Others,Others
CQP,Cheniere Energy Partners LP Common Units,Utilities,Oil/Gas Transmission
TDY,Teledyne Technologies Incorporated Common Stock,Industrials,Industrial Machinery/Components
CASY,Casey's General Stores Inc. Common Stock,Consumer Discretionary,Retail-Auto Dealers and Gas Stations
ATO,Atmos Energy Corporation Common Stock,Utilities,Oil/Gas Transmission
TWLO,Twilio Inc. Class A Common Stock,Technology,Computer Software: Prepackaged Software
HAL,Halliburton Company Common Stock,Energy,Oilfield Services/Equipment
CNP,CenterPoint Energy Inc (Holding Co) Common Stock,Utilities,Electric Utilities: Central
TECK,Teck Resources Ltd Ordinary Shares,Industrials,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
RMD,ResMed Inc. Common Stock,Health Care,Medical/Dental Instruments
EIX,Edison International Common Stock,Utilities,Electric Utilities: Central
AGNCP,AGNC Investment Corp. Depositary Shares Each Representing a 1/1000th Interest in a Share of 6.125% Series F Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock,Real Estate,Real Estate Investment Trusts
KGC,Kinross Gold Corporation Common Stock,Basic Materials,Precious Metals
INIO,INNIO N.V. Ordinary Shares,Consumer Discretionary,Metal Fabrications
AGNCM,AGNC Investment Corp. Depositary Shares rep 6.875% Series D Fixed-to-Floating Cumulative Redeemable Preferred Stock,Real Estate,Real Estate Investment Trusts
AGNCL,AGNC Investment Corp. Depositary Shares Each Representing a 1/1000th Interest in a Share of 7.75% Series G Fixed-Rate Reset Cumulative Redeemable Preferred Stock,Real Estate,Real Estate Investment Trusts
VICI,VICI Properties Inc. Common Stock,Real Estate,Real Estate Investment Trusts
CW,Curtiss-Wright Corporation Common Stock,Technology,Industrial Machinery/Components
HUBB,Hubbell Inc Common Stock,Technology,Electrical Products
WSM,Williams-Sonoma Inc. Common Stock (DE),Consumer Discretionary,Home Furnishings
OTIS,Otis Worldwide Corporation Common Stock,Technology,Consumer Electronics/Appliances
ECHO,EchoStar  Corporation Common Stock,Consumer Discretionary,Telecommunications Equipment
WDAY,Workday Inc. Class A Common Stock,Technology,EDP Services
PPL,PPL Corporation Common Stock,Utilities,Electric Utilities: Central
KHC,The Kraft Heinz Company Common Stock,Consumer Staples,Packaged Foods
CPRT,Copart Inc. (DE) Common Stock,Consumer Discretionary,Retail-Auto Dealers and Gas Stations
XYL,Xylem Inc. Common Stock New,Industrials,Fluid Controls
NVT,nVent Electric plc Ordinary Shares,Industrials,Industrial Machinery/Components
FE,FirstEnergy Corp. Common Stock,Utilities,Electric Utilities: Central
MKSI,MKS Inc. Common Stock,Industrials,Industrial Machinery/Components
FTAI,FTAI Aviation Ltd. Common Stock,Industrials,Misc Corporate Leasing Services
CINF,Cincinnati Financial Corporation Common Stock,Finance,Property-Casualty Insurers
PBA,Pembina Pipeline Corp. Ordinary Shares (Canada),Energy,Oil & Gas Production
PPG,PPG Industries Inc. Common Stock,Consumer Discretionary,Paints/Coatings
ATI,ATI Inc. Common Stock,Industrials,Steel/Iron Ore
ES,Eversource Energy (D/B/A) Common Stock,Utilities,Electric Utilities: Central
STRL,Sterling Infrastructure Inc. Common Stock,Industrials,Military/Government/Technical
TPL,Texas Pacific Land Corporation Common Stock,Energy,Oil & Gas Production
VG,Venture Global Inc. Class A common stock,Utilities,Oil/Gas Transmission
ENTG,Entegris Inc. Common Stock,Industrials,Plastic Products
ILMN,Illumina Inc. Common Stock,Health Care,Medical Specialities
AER,AerCap Holdings N.V. Ordinary Shares,Consumer Discretionary,Diversified Commercial Services
PHG,Koninklijke Philips N.V. NY Registry Shares,Health Care,Medical Electronics
FTI,TechnipFMC plc Ordinary Share,Consumer Discretionary,Oil and Gas Field Machinery
